server_id,datid,relid,s_from,s_to,t_from,t_to,dt_sec,relname,schemaname,d_total,d_delay,d_blk_read_t,d_blk_write_t,d_blks_read,d_blks_hit,d_blks_dirty,d_blks_written,d_wal_records,d_wal_fpi,d_wal_bytes,d_tuples_deleted,d_pages_scanned,d_pages_removed,d_recent_dead,d_tuples_frozen,d_vm_visible,d_vm_frozen,d_vm_visible_frozen,d_idx_passes,d_failsafe,d_missed_pages,d_missed_tuples
1,28343,2608,6,7,2026-04-26 08:37:36+03,2026-04-26 08:40:50+03,194.000000,pg_depend,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26479,2608,6,7,2026-04-26 08:37:36+03,2026-04-26 08:40:50+03,194.000000,pg_depend,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26479,2619,6,7,2026-04-26 08:37:36+03,2026-04-26 08:40:50+03,194.000000,pg_statistic,pg_catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28343,29909,6,7,2026-04-26 08:37:36+03,2026-04-26 08:40:50+03,194.000000,pgbench_accounts,public,1942.8219999998691,0,36.65928799999733,64.94949399999999,129219,170869,101397,45641,144496,96723,787928239,30,120136,0,0,2340623,100700,0,96049,1354,0,0,0
1,26479,28045,6,7,2026-04-26 08:37:36+03,2026-04-26 08:40:50+03,194.000000,pgbench_accounts,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28343,29913,6,7,2026-04-26 08:37:36+03,2026-04-26 08:40:50+03,194.000000,pgbench_branches,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28343,29902,6,7,2026-04-26 08:37:36+03,2026-04-26 08:40:50+03,194.000000,pgbench_history,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26479,28038,6,7,2026-04-26 08:37:36+03,2026-04-26 08:40:50+03,194.000000,pgbench_history,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28343,29905,6,7,2026-04-26 08:37:36+03,2026-04-26 08:40:50+03,194.000000,pgbench_tellers,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26479,28041,6,7,2026-04-26 08:37:36+03,2026-04-26 08:40:50+03,194.000000,pgbench_tellers,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26479,27149,6,7,2026-04-26 08:37:36+03,2026-04-26 08:40:50+03,194.000000,sample_stat_indexes,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26479,27063,6,7,2026-04-26 08:37:36+03,2026-04-26 08:40:50+03,194.000000,sample_stat_tables,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26479,27046,6,7,2026-04-26 08:37:36+03,2026-04-26 08:40:50+03,194.000000,tables_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26479,27126,7,8,2026-04-26 08:40:50+03,2026-04-26 08:40:51+03,1.000000,indexes_list,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28343,29643,7,8,2026-04-26 08:40:50+03,2026-04-26 08:40:51+03,1.000000,last_stat_indexes_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26479,27779,7,8,2026-04-26 08:40:50+03,2026-04-26 08:40:51+03,1.000000,last_stat_indexes_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26479,26914,7,8,2026-04-26 08:40:50+03,2026-04-26 08:40:51+03,1.000000,last_stat_io,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26479,27701,7,8,2026-04-26 08:40:50+03,2026-04-26 08:40:51+03,1.000000,last_stat_statements_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26479,27761,7,8,2026-04-26 08:40:50+03,2026-04-26 08:40:51+03,1.000000,last_stat_tables_srv1,public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
